StopCount,StopCountDrugs,LSOA21CD,Borough,PopulationLSOA,EthnicMinority,IncomeDomainScore,CrimeSum,DrugCrimeSum,MeanHousePrice,PoliceDept,StopCount_z,EthnicMinority_z,MeanHousePrice_z,CrimeSum_z,DrugCrimeSum_z,IncomeDomainScore_z,gini
87.0,26.0,E01002716,Islington,2258,42.69,0.258,347.0,12.0,628550.0,London,0.706,-0.134,-0.104,0.525,0.3,1.673,0.2397586374605244
6.0,4.0,E01002717,Islington,1210,30.66,0.156,92.0,1.0,1305254.0,London,-0.338,-0.777,1.265,-0.353,-0.373,0.28,0.3104227023088749
3.0,2.0,E01002718,Islington,1576,19.29,0.096,134.0,2.0,984079.0,London,-0.376,-1.385,0.615,-0.209,-0.312,-0.539,0.3662362542311455
34.0,9.0,E01002719,Islington,1490,22.28,0.1,196.0,10.0,1074270.0,London,0.023,-1.225,0.798,0.005,0.178,-0.484,0.4692261983528411
29.0,17.0,E01002720,Islington,2122,46.65,0.312,249.0,14.0,794494.0,London,-0.041,0.078,0.232,0.187,0.423,2.411,0.3644809000769968
36.0,11.0,E01002721,Islington,1638,23.63,0.164,231.0,4.0,849851.0,London,0.049,-1.153,0.344,0.125,-0.19,0.39,0.1763426599148402
13.0,3.0,E01002722,Islington,1446,31.33,0.242,159.0,9.0,582160.0,London,-0.248,-0.741,-0.198,-0.123,0.117,1.455,0.2589672346921292
22.0,11.0,E01002723,Islington,1636,38.14,0.197,285.0,11.0,945230.0,London,-0.132,-0.377,0.537,0.311,0.239,0.84,0.376441355484612
58.0,32.0,E01002724,Islington,1925,30.96,0.066,880.0,14.0,950264.0,London,0.333,-0.761,0.547,2.361,0.423,-0.948,0.6009977373465429
6.0,0.0,E01002725,Islington,1360,45.0,0.211,131.0,3.0,856004.0,London,-0.338,-0.01,0.356,-0.219,-0.251,1.031,0.2170642893985234
89.0,55.0,E01002726,Islington,1710,40.76,0.172,561.0,14.0,793437.0,London,0.732,-0.237,0.229,1.262,0.423,0.499,0.7170755569539478
20.0,12.0,E01002727,Islington,1516,27.64,0.155,174.0,9.0,1044388.0,London,-0.157,-0.938,0.737,-0.071,0.117,0.267,0.2874052870472805
76.0,59.0,E01002728,Islington,1318,45.07,0.15,237.0,19.0,805762.0,London,0.565,-0.006,0.254,0.146,0.729,0.199,0.3384784587378641
7.0,6.0,E01002729,Islington,1495,25.69,0.186,226.0,10.0,1484696.0,London,-0.325,-1.042,1.628,0.108,0.178,0.69,0.3870853471427338
33.0,27.0,E01002730,Islington,1752,36.13,0.168,239.0,10.0,642436.0,London,0.01,-0.484,-0.076,0.153,0.178,0.444,0.2392971648273945
138.0,94.0,E01002732,Islington,1807,56.06,0.291,438.0,24.0,592750.0,London,1.364,0.581,-0.177,0.838,1.036,2.124,0.4837627833237513
37.0,30.0,E01002615,Hounslow,1626,48.77,0.224,294.0,13.0,680011.4373197248,London,0.062,0.191,-0.0,0.342,0.362,1.209,0.749408118093405
3.0,3.0,E01002616,Hounslow,1625,43.02,0.102,107.0,3.0,468230.0,London,-0.376,-0.116,-0.428,-0.302,-0.251,-0.457,0.154111863065335
3.0,1.0,E01002617,Hounslow,1640,30.91,0.062,122.0,1.0,486127.0,London,-0.376,-0.763,-0.392,-0.25,-0.373,-1.003,0.1997302212201833
7.0,5.0,E01002618,Hounslow,2059,84.46,0.101,108.0,4.0,560269.0,London,-0.325,2.099,-0.242,-0.298,-0.19,-0.471,0.1433481858688733
3.0,2.0,E01002619,Hounslow,2094,82.09,0.127,119.0,1.0,449809.0,London,-0.376,1.973,-0.466,-0.26,-0.373,-0.115,0.1908460659519358
28.0,19.0,E01002620,Hounslow,2754,79.05,0.169,314.0,16.0,369204.0,London,-0.054,1.81,-0.629,0.411,0.545,0.458,0.2480440701722137
72.0,70.0,E01002621,Hounslow,2006,74.53,0.124,214.0,22.0,462796.0,London,0.513,1.569,-0.439,0.067,0.913,-0.156,0.2279366424250982
6.0,4.0,E01002622,Hounslow,1921,80.17,0.123,196.0,7.0,467903.0,London,-0.338,1.87,-0.429,0.005,-0.006,-0.17,0.1355084452310415
11.0,9.0,E01002623,Hounslow,1923,79.3,0.167,126.0,3.0,680011.4373197248,London,-0.273,1.824,-0.0,-0.236,-0.251,0.431,0.1670753923766816
14.0,9.0,E01002624,Hounslow,1779,83.81,0.095,297.0,7.0,379092.0,London,-0.235,2.065,-0.609,0.353,-0.006,-0.552,0.2899158196234587
5.0,2.0,E01002625,Hounslow,1716,89.74,0.102,141.0,4.0,591558.0,London,-0.351,2.382,-0.179,-0.185,-0.19,-0.457,0.125952546809364
37.0,31.0,E01002626,Hounslow,1623,83.12,0.098,218.0,10.0,508887.0,London,0.062,2.028,-0.346,0.08,0.178,-0.511,0.2222192135270933
1.0,1.0,E01002627,Hounslow,1791,77.95,0.213,146.0,7.0,315533.0,London,-0.402,1.751,-0.737,-0.168,-0.006,1.059,0.2499789100725493
9.0,6.0,E01002628,Hounslow,2169,82.07,0.12,167.0,5.0,569904.0,London,-0.299,1.972,-0.223,-0.095,-0.128,-0.211,0.1707949962966791
91.0,58.0,E01002629,Hounslow,2678,72.48,0.149,367.0,12.0,671559.0,London,0.758,1.459,-0.017,0.594,0.3,0.185,0.3449451608415683
91.0,55.0,E01002630,Hounslow,2067,75.86,0.089,166.0,2.0,433311.0,London,0.758,1.64,-0.499,-0.099,-0.312,-0.634,0.2354221731092551
0.0,0.0,E01002631,Hounslow,1838,88.9,0.178,112.0,4.0,392951.0,London,-0.415,2.337,-0.581,-0.285,-0.19,0.581,0.2387083387935176
21.0,10.0,E01002632,Hounslow,1918,80.92,0.103,178.0,4.0,494764.0,London,-0.144,1.91,-0.375,-0.057,-0.19,-0.443,0.1540679711637487
29.0,15.0,E01002633,Hounslow,2229,72.54,0.26,270.0,21.0,680011.4373197248,London,-0.041,1.462,-0.0,0.26,0.852,1.701,0.09468888692943
43.0,40.0,E01002634,Hounslow,1767,76.23,0.22,179.0,5.0,333700.0,London,0.139,1.659,-0.701,-0.054,-0.128,1.154,0.1087104247104247
24.0,22.0,E01002635,Hounslow,1999,86.69,0.116,131.0,10.0,522942.0,London,-0.106,2.219,-0.318,-0.219,0.178,-0.266,0.1648447837150127
2.0,2.0,E01002636,Hounslow,2120,82.12,0.105,133.0,3.0,492619.0,London,-0.389,1.974,-0.379,-0.212,-0.251,-0.416,0.1011501334976381
37.0,23.0,E01002637,Hounslow,1910,89.69,0.195,336.0,11.0,326881.0,London,0.062,2.379,-0.714,0.487,0.239,0.813,0.3988705017073811
4.0,4.0,E01002638,Hounslow,2210,83.48,0.22,177.0,9.0,436472.0,London,-0.364,2.047,-0.493,-0.061,0.117,1.154,0.1643704121964991
3.0,3.0,E01002639,Hounslow,1782,74.69,0.072,175.0,6.0,494974.0,London,-0.376,1.577,-0.374,-0.068,-0.067,-0.866,0.1408056250744845
36.0,29.0,E01002640,Hounslow,2255,78.23,0.07,335.0,25.0,427478.0,London,0.049,1.766,-0.511,0.483,1.097,-0.894,0.1413078792916524
61.0,49.0,E01002641,Hounslow,2690,72.38,0.136,556.0,30.0,425881.0,London,0.371,1.454,-0.514,1.245,1.403,0.007,0.1335130040271906
30.0,21.0,E01002643,Hounslow,2733,61.29,0.139,338.0,5.0,371158.0,London,-0.028,0.861,-0.625,0.494,-0.128,0.048,0.3124861271743829
137.0,119.0,E01002645,Hounslow,2262,66.84,0.135,272.0,27.0,418679.0,London,1.351,1.157,-0.529,0.266,1.219,-0.006,0.101577326878612
65.0,54.0,E01002646,Hounslow,2325,75.57,0.211,183.0,9.0,428467.0,London,0.423,1.624,-0.509,-0.04,0.117,1.031,0.2403849217729343
2.0,2.0,E01002733,Islington,1442,34.95,0.123,111.0,1.0,559249.0,London,-0.389,-0.547,-0.244,-0.288,-0.373,-0.17,0.3403373667842117
404.0,245.0,E01002734,Islington,2365,59.96,0.264,1053.0,73.0,702207.0,London,4.793,0.79,0.045,2.956,4.037,1.755,0.6666470588371853
113.0,97.0,E01002735,Islington,2958,45.94,0.235,547.0,26.0,701730.0,London,1.041,0.04,0.044,1.214,1.158,1.359,0.2314306838250058
61.0,48.0,E01002736,Islington,1474,62.08,0.336,187.0,15.0,606130.0,London,0.371,0.903,-0.149,-0.026,0.484,2.738,0.0814977973568281
27.0,14.0,E01002737,Islington,1947,56.55,0.268,192.0,4.0,483582.0,London,-0.067,0.607,-0.397,-0.009,-0.19,1.81,0.1129126799413843
22.0,8.0,E01002738,Islington,1870,29.52,0.164,301.0,10.0,1301115.0,London,-0.132,-0.838,1.256,0.366,0.178,0.39,0.3967854793109716
52.0,25.0,E01002739,Islington,1842,23.34,0.114,258.0,7.0,1404674.0,London,0.255,-1.168,1.466,0.218,-0.006,-0.293,0.3483171059432904
104.0,28.0,E01002740,Islington,2260,21.11,0.076,393.0,8.0,1478513.0,London,0.925,-1.287,1.615,0.683,0.055,-0.812,0.2855469676522308
8.0,4.0,E01002741,Islington,1534,49.48,0.264,202.0,7.0,435810.0,London,-0.312,0.229,-0.494,0.025,-0.006,1.755,0.1592576278186101
14.0,3.0,E01002742,Islington,2002,38.06,0.093,148.0,1.0,854436.0,London,-0.235,-0.381,0.353,-0.161,-0.373,-0.58,0.3061840732628054
5.0,3.0,E01002743,Islington,1529,30.74,0.129,67.0,1.0,997951.0,London,-0.351,-0.773,0.643,-0.44,-0.373,-0.088,0.3722580477403921
31.0,12.0,E01002744,Islington,1314,27.55,0.113,127.0,5.0,791685.0,London,-0.016,-0.943,0.226,-0.233,-0.128,-0.307,0.2372704924246526
4.0,0.0,E01002745,Islington,1414,26.45,0.111,138.0,4.0,1006183.0,London,-0.364,-1.002,0.66,-0.195,-0.19,-0.334,0.4474964620488136
129.0,78.0,E01002747,Islington,1562,32.59,0.091,348.0,21.0,991465.0,London,1.248,-0.674,0.63,0.528,0.852,-0.607,0.1642192589752703
10.0,3.0,E01002748,Islington,1653,52.03,0.246,456.0,26.0,750270.0,London,-0.286,0.366,0.142,0.9,1.158,1.509,0.2693341158464663
11.0,7.0,E01002749,Islington,1523,39.07,0.164,245.0,3.0,873163.0,London,-0.273,-0.327,0.391,0.173,-0.251,0.39,0.3785665648692889
12.0,9.0,E01002751,Islington,1839,54.43,0.263,186.0,15.0,640878.0,London,-0.26,0.494,-0.079,-0.03,0.484,1.742,0.2219197446420428
19.0,9.0,E01002752,Islington,1616,36.45,0.175,116.0,4.0,881806.0,London,-0.17,-0.467,0.408,-0.271,-0.19,0.54,0.2722988914769668
6.0,4.0,E01002753,Islington,1446,43.15,0.195,191.0,6.0,652295.0,London,-0.338,-0.109,-0.056,-0.013,-0.067,0.813,0.2226612094156884
4.0,0.0,E01002754,Islington,1552,29.51,0.107,102.0,5.0,1044124.0,London,-0.364,-0.838,0.737,-0.319,-0.128,-0.389,0.3128741892793473
5.0,4.0,E01002755,Islington,1321,41.56,0.272,155.0,6.0,583902.0,London,-0.351,-0.194,-0.194,-0.137,-0.067,1.864,0.1899186273426856
19.0,0.0,E01002756,Islington,1313,29.78,0.181,167.0,1.0,785458.0,London,-0.17,-0.824,0.213,-0.095,-0.373,0.622,0.2564532247492409
4.0,3.0,E01002757,Islington,1447,37.53,0.193,54.0,2.0,976053.0,London,-0.364,-0.41,0.599,-0.484,-0.312,0.786,0.3339910313901345
77.0,56.0,E01002758,Islington,1737,50.83,0.315,286.0,5.0,425056.0,London,0.577,0.302,-0.516,0.315,-0.128,2.452,0.2561288483466362
7.0,4.0,E01002759,Islington,1509,25.05,0.163,95.0,4.0,887570.0,London,-0.325,-1.077,0.42,-0.343,-0.19,0.376,0.5433808187730266
20.0,14.0,E01002760,Islington,1735,49.11,0.307,193.0,7.0,512702.0,London,-0.157,0.21,-0.338,-0.006,-0.006,2.342,0.2240500691433645
27.0,10.0,E01002762,Islington,1876,28.46,0.109,280.0,0.0,845575.0,London,-0.067,-0.894,0.335,0.294,-0.435,-0.361,0.2856284463691326
36.0,19.0,E01002763,Islington,1302,38.02,0.167,360.0,8.0,483598.0,London,0.049,-0.383,-0.397,0.57,0.055,0.431,0.5984188189017131
35.0,15.0,E01002764,Islington,1816,42.68,0.213,239.0,5.0,683821.0,London,0.036,-0.134,0.008,0.153,-0.128,1.059,0.3950403435506843
48.0,30.0,E01002765,Islington,2857,51.91,0.197,289.0,10.0,544744.0,London,0.204,0.359,-0.274,0.325,0.178,0.84,0.7355620330558754
6.0,2.0,E01002766,Islington,2181,49.89,0.213,202.0,4.0,625311.0,London,-0.338,0.251,-0.111,0.025,-0.19,1.059,0.197869606733408
22.0,11.0,E01002767,Islington,2151,44.3,0.231,264.0,2.0,600496.0,London,-0.132,-0.048,-0.161,0.239,-0.312,1.305,0.1962424307248302
20.0,14.0,E01002768,Islington,1612,29.47,0.19,229.0,2.0,527524.0,London,-0.157,-0.84,-0.308,0.118,-0.312,0.745,0.2225816272667988
35.0,19.0,E01002769,Islington,1857,32.96,0.111,238.0,9.0,802310.0,London,0.036,-0.654,0.247,0.149,0.117,-0.334,0.3671622922557127
59.0,34.0,E01002770,Islington,1847,31.62,0.159,868.0,19.0,773866.0,London,0.345,-0.725,0.19,2.319,0.729,0.321,0.7110803861859056
29.0,21.0,E01002771,Islington,1544,37.05,0.199,201.0,3.0,866130.0,London,-0.041,-0.435,0.376,0.022,-0.251,0.868,0.6115076680501733
10.0,6.0,E01002772,Islington,1886,32.82,0.175,558.0,9.0,614784.0,London,-0.286,-0.661,-0.132,1.252,0.117,0.54,0.2422140554982157
1.0,1.0,E01002773,Islington,1642,54.02,0.324,203.0,3.0,414149.0,London,-0.402,0.472,-0.538,0.029,-0.251,2.574,0.0518745739604635
39.0,25.0,E01002774,Islington,2140,33.74,0.176,388.0,15.0,570445.0,London,0.088,-0.612,-0.222,0.666,0.484,0.554,0.2246041485509739
22.0,12.0,E01002775,Islington,1411,27.57,0.123,161.0,2.0,867358.0,London,-0.132,-0.942,0.379,-0.116,-0.312,-0.17,0.4889722031597354
5.0,1.0,E01002776,Islington,1857,34.14,0.204,218.0,5.0,787045.0,London,-0.351,-0.591,0.217,0.08,-0.128,0.936,0.2526599451433269
5.0,3.0,E01002777,Islington,1673,30.25,0.175,183.0,10.0,832841.0,London,-0.351,-0.799,0.309,-0.04,0.178,0.54,0.2214695382454497
35.0,14.0,E01002778,Islington,1939,57.92,0.251,192.0,12.0,677041.0,London,0.036,0.681,-0.006,-0.009,0.3,1.578,0.3540656712558981
32.0,14.0,E01002779,Islington,1752,28.88,0.123,208.0,6.0,841066.0,London,-0.003,-0.872,0.326,0.046,-0.067,-0.17,0.3575123797997092
2.0,2.0,E01002780,Islington,1697,30.76,0.177,142.0,1.0,949876.0,London,-0.389,-0.771,0.546,-0.181,-0.373,0.567,0.3044410264098227
6.0,4.0,E01002781,Islington,1741,39.63,0.232,82.0,1.0,616188.0,London,-0.338,-0.297,-0.129,-0.388,-0.373,1.318,0.2841443511541487
16.0,7.0,E01002782,Islington,1434,55.02,0.274,126.0,10.0,465203.0,London,-0.209,0.526,-0.435,-0.236,0.178,1.892,0.1183584749321801
21.0,12.0,E01002783,Islington,1708,40.57,0.286,160.0,5.0,483534.0,London,-0.144,-0.247,-0.397,-0.119,-0.128,2.056,0.1364404259919991
5.0,4.0,E01002784,Islington,1757,42.69,0.243,138.0,4.0,920917.0,London,-0.351,-0.134,0.487,-0.195,-0.19,1.468,0.4249791626594858
28.0,18.0,E01002785,Islington,1860,26.08,0.096,257.0,9.0,931587.0,London,-0.054,-1.022,0.509,0.215,0.117,-0.539,0.4178534725013358
52.0,43.0,E01002925,Kingston upon Thames,1571,17.44,0.065,141.0,6.0,440428.0,London,0.255,-1.484,-0.485,-0.185,-0.067,-0.962,0.2180276100986506
5.0,3.0,E01002926,Kingston upon Thames,1602,22.28,0.044,127.0,3.0,840225.0,London,-0.351,-1.225,0.324,-0.233,-0.251,-1.249,0.1822700404792775
10.0,7.0,E01002927,Kingston upon Thames,1684,36.58,0.086,69.0,6.0,552428.0,London,-0.286,-0.46,-0.258,-0.433,-0.067,-0.675,0.1566956441024053
21.0,14.0,E01002928,Kingston upon Thames,1941,36.79,0.131,120.0,4.0,641816.0,London,-0.144,-0.449,-0.077,-0.257,-0.19,-0.061,0.3393199531184818
11.0,5.0,E01002929,Kingston upon Thames,1698,29.21,0.04,134.0,1.0,938859.0,London,-0.273,-0.854,0.524,-0.209,-0.373,-1.303,0.2802494564180021
31.0,14.0,E01002930,Kingston upon Thames,1966,42.32,0.087,346.0,8.0,625440.0,London,-0.016,-0.153,-0.11,0.521,0.055,-0.662,0.2988828190990394
28.0,15.0,E01002931,Kingston upon Thames,2013,33.18,0.072,214.0,3.0,720823.0,London,-0.054,-0.642,0.083,0.067,-0.251,-0.866,0.2035090054658034
9.0,9.0,E01002932,Kingston upon Thames,2044,48.09,0.19,196.0,9.0,374519.0,London,-0.299,0.155,-0.618,0.005,0.117,0.745,0.4166384085000565
15.0,14.0,E01002933,Kingston upon Thames,2034,23.4,0.121,110.0,2.0,719453.0,London,-0.222,-1.165,0.08,-0.291,-0.312,-0.197,0.2744919541745963
2.0,0.0,E01002934,Kingston upon Thames,1896,22.78,0.031,47.0,0.0,1102298.0,London,-0.389,-1.198,0.854,-0.508,-0.435,-1.426,0.2336771621558943
11.0,4.0,E01002935,Kingston upon Thames,1901,31.35,0.061,199.0,4.0,677318.0,London,-0.273,-0.74,-0.005,0.015,-0.19,-1.017,0.3737627197955391
9.0,8.0,E01002937,Kingston upon Thames,1828,17.78,0.031,64.0,0.0,821612.0,London,-0.299,-1.465,0.286,-0.45,-0.435,-1.426,0.1941368200417302
14.0,8.0,E01002938,Kingston upon Thames,2002,19.48,0.039,101.0,3.0,917684.0,London,-0.235,-1.374,0.481,-0.322,-0.251,-1.317,0.2443754714359331
3.0,2.0,E01002939,Kingston upon Thames,1646,23.45,0.094,113.0,4.0,418603.0,London,-0.376,-1.162,-0.529,-0.281,-0.19,-0.566,0.1104255810379365
2.0,1.0,E01002940,Kingston upon Thames,1672,21.17,0.114,57.0,1.0,415495.0,London,-0.389,-1.284,-0.535,-0.474,-0.373,-0.293,0.1896835086401202
16.0,7.0,E01002941,Kingston upon Thames,1651,21.32,0.061,96.0,2.0,435018.0,London,-0.209,-1.276,-0.496,-0.34,-0.312,-1.017,0.4086803920659457
0.0,0.0,E01002942,Kingston upon Thames,1400,15.64,0.068,51.0,1.0,542612.0,London,-0.415,-1.58,-0.278,-0.495,-0.373,-0.921,0.1598004505751343
2.0,2.0,E01002943,Kingston upon Thames,1475,19.93,0.103,127.0,6.0,461903.0,London,-0.389,-1.35,-0.441,-0.233,-0.067,-0.443,0.1169436238306253
11.0,9.0,E01002944,Kingston upon Thames,1337,19.67,0.086,112.0,1.0,427628.0,London,-0.273,-1.364,-0.511,-0.285,-0.373,-0.675,0.082616976699892
0.0,0.0,E01002945,Kingston upon Thames,1572,17.18,0.059,122.0,1.0,387764.0,London,-0.415,-1.497,-0.591,-0.25,-0.373,-1.044,0.1511106428985777
1.0,0.0,E01002946,Kingston upon Thames,1509,14.91,0.049,35.0,0.0,428979.0,London,-0.402,-1.619,-0.508,-0.55,-0.435,-1.181,0.0912508372557357
5.0,2.0,E01002947,Kingston upon Thames,1646,17.07,0.049,59.0,0.0,483970.0,London,-0.351,-1.503,-0.397,-0.467,-0.435,-1.181,0.1061215743650181
27.0,20.0,E01002948,Kingston upon Thames,2212,24.46,0.137,245.0,9.0,475013.0,London,-0.067,-1.108,-0.415,0.173,0.117,0.021,0.1700071231861004
4.0,3.0,E01002949,Kingston upon Thames,1840,22.28,0.081,80.0,1.0,490693.0,London,-0.364,-1.225,-0.383,-0.395,-0.373,-0.744,0.162044284355166
37.0,29.0,E01002950,Kingston upon Thames,1653,18.69,0.144,105.0,5.0,342073.0,London,0.062,-1.417,-0.684,-0.309,-0.128,0.117,0.2328615504801936
31.0,23.0,E01002951,Kingston upon Thames,1504,32.98,0.056,69.0,0.0,701183.0,London,-0.016,-0.653,0.043,-0.433,-0.435,-1.085,0.3295609308354021
3.0,2.0,E01002952,Kingston upon Thames,1394,41.54,0.033,124.0,1.0,2374821.0,London,-0.376,-0.195,3.428,-0.243,-0.373,-1.399,0.2575058096788593
77.0,63.0,E01002953,Kingston upon Thames,1331,47.33,0.029,53.0,2.0,1762281.0,London,0.577,0.114,2.189,-0.488,-0.312,-1.454,0.2982175258832319
14.0,7.0,E01002954,Kingston upon Thames,1370,48.54,0.136,172.0,3.0,482825.0,London,-0.235,0.179,-0.399,-0.078,-0.251,0.007,0.7154899405907047
12.0,5.0,E01002955,Kingston upon Thames,1501,46.44,0.076,91.0,3.0,858561.0,London,-0.26,0.067,0.361,-0.357,-0.251,-0.812,0.3109824542362037
23.0,20.0,E01002956,Kingston upon Thames,1391,44.57,0.041,90.0,3.0,1533081.0,London,-0.119,-0.033,1.726,-0.36,-0.251,-1.29,0.3237265835527236
29.0,17.0,E01002957,Kingston upon Thames,1586,49.75,0.119,120.0,1.0,766092.0,London,-0.041,0.244,0.174,-0.257,-0.373,-0.225,0.4094300176844155
0.0,0.0,E01002958,Kingston upon Thames,1738,24.22,0.05,32.0,1.0,654461.0,London,-0.415,-1.121,-0.052,-0.56,-0.373,-1.167,0.147217809511121
2.0,2.0,E01002959,Kingston upon Thames,1387,45.28,0.02,41.0,2.0,1419094.0,London,-0.389,0.005,1.495,-0.529,-0.312,-1.577,0.2133661519194541
13.0,9.0,E01002960,Kingston upon Thames,1589,45.56,0.052,108.0,3.0,993252.0,London,-0.248,0.02,0.634,-0.298,-0.251,-1.14,0.2457739265227151
7.0,1.0,E01002961,Kingston upon Thames,1757,39.61,0.064,97.0,2.0,1197747.0,London,-0.325,-0.298,1.047,-0.336,-0.312,-0.976,0.2720475810177651
2.0,0.0,E01002962,Kingston upon Thames,1615,45.33,0.077,90.0,1.0,644927.0,London,-0.389,0.007,-0.071,-0.36,-0.373,-0.798,0.1884901405520913
0.0,0.0,E01002963,Kingston upon Thames,1843,40.21,0.097,84.0,0.0,568894.0,London,-0.415,-0.266,-0.225,-0.381,-0.435,-0.525,0.3127384135730299
76.0,63.0,E01002964,Kingston upon Thames,2512,30.25,0.097,610.0,66.0,588663.0,London,0.565,-0.799,-0.185,1.431,3.608,-0.525,0.3049406219675615
84.0,71.0,E01002965,Kingston upon Thames,2519,30.53,0.094,328.0,28.0,613997.0,London,0.668,-0.784,-0.134,0.459,1.281,-0.566,0.2859553625504816
68.0,67.0,E01002966,Kingston upon Thames,1981,18.98,0.066,152.0,8.0,693412.0,London,0.461,-1.401,0.027,-0.147,0.055,-0.948,0.7297658491586291
5.0,4.0,E01002967,Kingston upon Thames,1861,25.85,0.036,110.0,5.0,569929.0,London,-0.351,-1.034,-0.223,-0.291,-0.128,-1.358,0.2214389396222914
637.0,471.0,E01002968,Kingston upon Thames,2907,33.4,0.058,3229.0,326.0,515645.0,London,7.796,-0.63,-0.332,10.451,19.536,-1.058,0.357454194299046
76.0,64.0,E01002969,Kingston upon Thames,1891,54.89,0.301,156.0,7.0,680011.4373197248,London,0.565,0.519,-0.0,-0.133,-0.006,2.26,0.2089130434782608
40.0,25.0,E01002970,Kingston upon Thames,1808,37.56,0.124,170.0,6.0,461822.0,London,0.1,-0.408,-0.441,-0.085,-0.067,-0.156,0.3683324906286255
76.0,66.0,E01002971,Kingston upon Thames,1799,26.07,0.098,173.0,10.0,665755.0,London,0.565,-1.022,-0.029,-0.075,0.178,-0.511,0.1566159823393059
42.0,30.0,E01002972,Kingston upon Thames,2050,34.2,0.093,200.0,6.0,434181.0,London,0.126,-0.588,-0.497,0.018,-0.067,-0.58,0.2086227705995062
7.0,4.0,E01002973,Kingston upon Thames,1584,42.49,0.165,108.0,2.0,455150.0,London,-0.325,-0.144,-0.455,-0.298,-0.312,0.403,0.1033856472411821
19.0,12.0,E01002974,Kingston upon Thames,2051,32.76,0.113,111.0,10.0,750932.0,London,-0.17,-0.665,0.143,-0.288,0.178,-0.307,0.2888740551314354
17.0,16.0,E01002975,Kingston upon Thames,1487,53.46,0.1,115.0,12.0,696746.0,London,-0.196,0.442,0.034,-0.274,0.3,-0.484,0.0982217973231357
292.0,112.0,E01003074,Lambeth,2357,33.39,0.116,447.0,7.0,753535.0,London,3.349,-0.631,0.149,0.869,-0.006,-0.266,0.2456060390244422
13.0,7.0,E01002876,Kensington and Chelsea,1832,37.66,0.123,159.0,7.0,1836465.0,London,-0.248,-0.403,2.339,-0.123,-0.006,-0.17,0.3266169247850059
27.0,16.0,E01002825,Kensington and Chelsea,1784,35.54,0.044,319.0,6.0,3526625.0,London,-0.067,-0.516,5.758,0.428,-0.067,-1.249,0.5173890217775307
27.0,11.0,E01002786,Islington,1937,43.68,0.242,145.0,4.0,641275.0,London,-0.067,-0.081,-0.078,-0.171,-0.19,1.455,0.1345369990425386
8.0,6.0,E01002787,Islington,1474,44.57,0.185,189.0,4.0,489483.0,London,-0.312,-0.033,-0.385,-0.019,-0.19,0.676,0.2306461703458754
23.0,11.0,E01002788,Islington,1821,26.47,0.099,162.0,2.0,730914.0,London,-0.119,-1.001,0.103,-0.112,-0.312,-0.498,0.334726285760147
13.0,3.0,E01002789,Islington,1847,21.49,0.077,163.0,2.0,1055111.0,London,-0.248,-1.267,0.759,-0.109,-0.312,-0.798,0.2932677923065104
6.0,3.0,E01002790,Islington,1412,41.08,0.274,170.0,2.0,1065233.0,London,-0.338,-0.22,0.779,-0.085,-0.312,1.892,0.3536108324974925
23.0,12.0,E01002791,Islington,1863,26.73,0.075,290.0,5.0,1108399.0,London,-0.119,-0.987,0.867,0.328,-0.128,-0.826,0.3438282800024438
17.0,10.0,E01002792,Islington,1846,23.19,0.097,219.0,2.0,1067773.0,London,-0.196,-1.176,0.784,0.084,-0.312,-0.525,0.3878401653423476
19.0,9.0,E01002793,Islington,1844,34.16,0.24,236.0,9.0,945399.0,London,-0.17,-0.59,0.537,0.142,0.117,1.427,0.3536743821253592
91.0,42.0,E01002794,Islington,2043,29.61,0.118,978.0,22.0,1572375.0,London,0.758,-0.833,1.805,2.698,0.913,-0.238,0.2967847503843279
218.0,95.0,E01002795,Islington,1937,38.93,0.158,850.0,21.0,932009.0,London,2.395,-0.335,0.51,2.257,0.852,0.308,0.3986459963830675
4.0,1.0,E01002796,Islington,1107,30.17,0.159,190.0,6.0,1182117.0,London,-0.364,-0.803,1.016,-0.016,-0.067,0.321,0.3147362771201477
79.0,27.0,E01002797,Islington,1819,34.3,0.207,377.0,18.0,505128.0,London,0.603,-0.582,-0.354,0.628,0.668,0.977,0.299312310423193
66.0,29.0,E01002798,Islington,1976,21.41,0.145,267.0,13.0,1039152.0,London,0.436,-1.271,0.727,0.249,0.362,0.13,0.2676012025011244
18.0,6.0,E01002799,Islington,1911,37.31,0.241,180.0,8.0,613681.0,London,-0.183,-0.421,-0.134,-0.05,0.055,1.441,0.1432265092356284
47.0,22.0,E01002800,Islington,1771,42.24,0.231,142.0,3.0,686729.0,London,0.191,-0.158,0.014,-0.181,-0.251,1.305,0.3247146517586769
74.0,27.0,E01002801,Islington,1457,21.96,0.095,280.0,12.0,1527330.0,London,0.539,-1.242,1.714,0.294,0.3,-0.552,0.3440822874716506
12.0,7.0,E01002802,Islington,1851,31.5,0.142,182.0,8.0,1309648.0,London,-0.26,-0.732,1.274,-0.044,0.055,0.089,0.3571590030748133
14.0,9.0,E01002804,Islington,1539,47.17,0.255,210.0,4.0,635571.0,London,-0.235,0.106,-0.09,0.053,-0.19,1.632,0.2863242610053798
37.0,22.0,E01002805,Islington,1432,31.22,0.136,345.0,9.0,594201.0,London,0.062,-0.747,-0.174,0.518,0.117,0.007,0.3104966399066995
