StopCount,StopCountDrugs,LSOA21CD,Borough,PopulationLSOA,EthnicMinority,IncomeDomainScore,CrimeSum,DrugCrimeSum,MeanHousePrice,PoliceDept,StopCount_z,EthnicMinority_z,MeanHousePrice_z,CrimeSum_z,DrugCrimeSum_z,IncomeDomainScore_z,gini
1.0,1.0,E01001105,Croydon,1738,28.54,0.118,71.0,3.0,505657.0,London,-0.402,-0.89,-0.353,-0.426,-0.251,-0.238,0.0484250520297818
6.0,3.0,E01001106,Croydon,1503,29.54,0.079,91.0,3.0,546455.0,London,-0.338,-0.837,-0.27,-0.357,-0.251,-0.771,0.1233505405208602
6.0,5.0,E01001107,Croydon,1666,37.64,0.031,64.0,0.0,682674.0,London,-0.338,-0.404,0.005,-0.45,-0.435,-1.426,0.3388624064073924
1.0,1.0,E01001108,Croydon,1787,28.54,0.028,50.0,0.0,705263.0,London,-0.402,-0.89,0.051,-0.498,-0.435,-1.467,0.0897275042852086
81.0,46.0,E01001109,Croydon,2350,59.7,0.202,448.0,15.0,311429.0,London,0.629,0.776,-0.746,0.873,0.484,0.909,0.4050475582541286
152.0,83.0,E01001110,Croydon,2149,63.66,0.233,327.0,14.0,293313.0,London,1.544,0.987,-0.782,0.456,0.423,1.332,0.2327817760066615
40.0,23.0,E01001111,Croydon,1749,63.06,0.157,264.0,36.0,406413.0,London,0.1,0.955,-0.553,0.239,1.771,0.294,0.1036078223937022
13.0,6.0,E01001112,Croydon,2016,59.38,0.226,146.0,6.0,353772.0,London,-0.248,0.759,-0.66,-0.168,-0.067,1.236,0.22902901181343
13.0,6.0,E01001113,Croydon,2011,61.91,0.162,238.0,19.0,371126.0,London,-0.248,0.894,-0.625,0.149,0.729,0.362,0.2639505126906213
90.0,45.0,E01001114,Croydon,1509,72.9,0.25,186.0,12.0,341737.0,London,0.745,1.481,-0.684,-0.03,0.3,1.564,0.2809874929998133
37.0,17.0,E01001115,Croydon,1817,78.32,0.257,286.0,47.0,341205.0,London,0.062,1.771,-0.685,0.315,2.445,1.66,0.2300832602979842
14.0,9.0,E01001116,Croydon,1526,66.64,0.157,347.0,14.0,366186.0,London,-0.235,1.147,-0.635,0.525,0.423,0.294,0.1347102260862962
98.0,55.0,E01001118,Croydon,2155,71.51,0.258,301.0,12.0,328430.0,London,0.848,1.407,-0.711,0.366,0.3,1.673,0.1261270105924435
2.0,0.0,E01001119,Croydon,1434,18.76,0.041,35.0,0.0,462208.0,London,-0.389,-1.413,-0.441,-0.55,-0.435,-1.29,0.1015522763586936
0.0,0.0,E01001120,Croydon,1346,31.8,0.056,94.0,1.0,485251.0,London,-0.415,-0.716,-0.394,-0.347,-0.373,-1.085,0.1406433723521875
27.0,14.0,E01000824,Bromley,1403,25.23,0.105,244.0,3.0,478341.0,London,-0.067,-1.067,-0.408,0.17,-0.251,-0.416,0.238657753098694
27.0,13.0,E01000825,Bromley,1664,20.07,0.103,162.0,2.0,406201.0,London,-0.067,-1.343,-0.554,-0.112,-0.312,-0.443,0.2290261222546324
0.0,0.0,E01000826,Bromley,1635,17.61,0.018,52.0,0.0,1157107.0,London,-0.415,-1.474,0.965,-0.491,-0.435,-1.604,0.1724837042318073
12.0,6.0,E01000827,Bromley,1776,28.1,0.05,81.0,0.0,534683.0,London,-0.26,-0.914,-0.294,-0.391,-0.435,-1.167,0.3162733430119075
29.0,8.0,E01000828,Bromley,1703,24.13,0.07,108.0,2.0,463411.0,London,-0.041,-1.126,-0.438,-0.298,-0.312,-0.894,0.2170771705593567
11.0,7.0,E01000829,Bromley,1770,29.44,0.049,65.0,2.0,515782.0,London,-0.273,-0.842,-0.332,-0.446,-0.312,-1.181,0.1948242843926743
6.0,5.0,E01000830,Bromley,1627,22.31,0.01,48.0,2.0,1090691.0,London,-0.338,-1.223,0.831,-0.505,-0.312,-1.713,0.1671526394984187
3.0,3.0,E01000831,Bromley,1700,24.41,0.068,41.0,0.0,562396.0,London,-0.376,-1.111,-0.238,-0.529,-0.435,-0.921,0.3312546066279844
6.0,2.0,E01000832,Bromley,1571,20.56,0.034,57.0,1.0,662829.0,London,-0.338,-1.317,-0.035,-0.474,-0.373,-1.385,0.2237584526214104
2.0,2.0,E01000833,Bromley,1449,13.87,0.02,30.0,0.0,899813.0,London,-0.389,-1.674,0.445,-0.567,-0.435,-1.577,0.2152566643569198
0.0,0.0,E01000834,Bromley,1373,16.61,0.035,20.0,0.0,689712.0,London,-0.415,-1.528,0.02,-0.601,-0.435,-1.372,0.1035974663077024
10.0,3.0,E01000835,Bromley,1757,20.43,0.069,236.0,3.0,658329.0,London,-0.286,-1.324,-0.044,0.142,-0.251,-0.907,0.2067607196037317
0.0,0.0,E01000836,Bromley,1386,17.32,0.031,16.0,0.0,639375.0,London,-0.415,-1.49,-0.082,-0.615,-0.435,-1.426,0.0540340629467319
5.0,4.0,E01000837,Bromley,1565,18.98,0.062,71.0,3.0,493614.0,London,-0.351,-1.401,-0.377,-0.426,-0.251,-1.003,0.2424135783245095
10.0,2.0,E01000838,Bromley,1432,13.97,0.021,50.0,2.0,643158.0,London,-0.286,-1.669,-0.075,-0.498,-0.312,-1.563,0.1581987433914312
1.0,0.0,E01000839,Bromley,1393,15.51,0.014,43.0,1.0,713504.0,London,-0.402,-1.587,0.068,-0.522,-0.373,-1.658,0.1348081537461036
10.0,2.0,E01000840,Bromley,1493,11.52,0.054,66.0,2.0,780618.0,London,-0.286,-1.8,0.204,-0.443,-0.312,-1.112,0.1155769735724325
3.0,0.0,E01000841,Bromley,1701,15.34,0.035,74.0,1.0,653643.0,London,-0.376,-1.596,-0.053,-0.415,-0.373,-1.372,0.160976923692668
2.0,0.0,E01001034,Croydon,1612,34.18,0.075,95.0,3.0,404042.0,London,-0.389,-0.589,-0.558,-0.343,-0.251,-0.826,0.2316972068938997
6.0,5.0,E01032562,Bromley,1615,40.37,0.238,136.0,1.0,390233.0,London,-0.338,-0.258,-0.586,-0.202,-0.373,1.4,0.1568490071187711
58.0,30.0,E01000869,Camden,1945,32.34,0.162,191.0,8.0,784807.0,London,0.333,-0.687,0.212,-0.013,0.055,0.362,0.2507045688580565
24.0,14.0,E01001175,Croydon,1638,78.39,0.171,160.0,8.0,385700.0,London,-0.106,1.775,-0.595,-0.119,0.055,0.485,0.0967182372245663
11.0,5.0,E01001035,Croydon,1860,48.49,0.089,95.0,4.0,340988.0,London,-0.273,0.176,-0.686,-0.343,-0.19,-0.634,0.2698137338169705
97.0,57.0,E01000921,Camden,1876,28.04,0.086,361.0,4.0,596047.0,London,0.835,-0.917,-0.17,0.573,-0.19,-0.675,0.603775673687572
22.0,12.0,E01032563,Bromley,1453,37.51,0.042,90.0,3.0,611007.0,London,-0.132,-0.411,-0.14,-0.36,-0.251,-1.276,0.3279504394070833
5.0,4.0,E01000870,Camden,1599,32.96,0.186,154.0,2.0,689057.0,London,-0.351,-0.654,0.018,-0.14,-0.312,0.69,0.2405070263062348
20.0,14.0,E01001176,Croydon,1850,82.43,0.129,220.0,12.0,381154.0,London,-0.157,1.991,-0.605,0.087,0.3,-0.088,0.75319075191649
14.0,7.0,E01001036,Croydon,1622,41.18,0.036,165.0,6.0,573544.0,London,-0.235,-0.214,-0.215,-0.102,-0.067,-1.358,0.3295540661233093
43.0,22.0,E01000922,Camden,1918,40.51,0.16,376.0,11.0,889254.0,London,0.139,-0.25,0.423,0.625,0.239,0.335,0.2827228884111366
1.0,1.0,E01000923,Camden,1449,24.84,0.124,143.0,2.0,1022779.0,London,-0.402,-1.088,0.693,-0.178,-0.312,-0.156,0.2645407998586606
32.0,13.0,E01000924,Camden,1571,25.65,0.099,132.0,0.0,899871.0,London,-0.003,-1.045,0.445,-0.216,-0.435,-0.498,0.3008882717761031
14.0,13.0,E01000925,Camden,1497,51.44,0.252,145.0,3.0,1036458.0,London,-0.235,0.334,0.721,-0.171,-0.251,1.591,0.3808970764917901
47.0,29.0,E01000926,Camden,1470,38.5,0.149,194.0,7.0,706671.0,London,0.191,-0.358,0.054,-0.002,-0.006,0.185,0.2446730634614627
133.0,81.0,E01000927,Camden,1537,26.61,0.096,365.0,19.0,1126150.0,London,1.299,-0.993,0.902,0.587,0.729,-0.539,0.2537729046645605
36.0,21.0,E01000928,Camden,1714,30.05,0.148,304.0,9.0,921400.0,London,0.049,-0.809,0.488,0.377,0.117,0.171,0.2874659676211845
12.0,5.0,E01000929,Camden,1916,60.59,0.203,139.0,6.0,1093026.0,London,-0.26,0.823,0.835,-0.192,-0.067,0.922,0.3584480854992993
99.0,45.0,E01000930,Camden,2086,56.28,0.249,396.0,10.0,536584.0,London,0.861,0.593,-0.29,0.694,0.178,1.55,0.3250800858598709
8.0,6.0,E01000931,Camden,2059,51.19,0.251,544.0,4.0,654921.0,London,-0.312,0.321,-0.051,1.203,-0.19,1.578,0.5263269299311167
8.0,1.0,E01000932,Camden,1761,37.48,0.164,66.0,3.0,661979.0,London,-0.312,-0.412,-0.036,-0.443,-0.251,0.39,0.4739856371965446
69.0,40.0,E01000933,Camden,1770,37.12,0.159,388.0,5.0,709708.0,London,0.474,-0.431,0.06,0.666,-0.128,0.321,0.4666596693054998
11.0,3.0,E01000934,Camden,1517,52.47,0.269,144.0,4.0,482680.0,London,-0.273,0.389,-0.399,-0.174,-0.19,1.823,0.1056629834254143
4.0,2.0,E01000935,Camden,1598,53.19,0.277,236.0,3.0,555371.0,London,-0.364,0.428,-0.252,0.142,-0.251,1.933,0.4204031501566068
125.0,103.0,E01000937,Camden,1119,54.16,0.065,214.0,25.0,400760.0,London,1.196,0.48,-0.565,0.067,1.097,-0.962,0.333005571943625
195.0,127.0,E01000938,Camden,1366,53.29,0.18,501.0,10.0,680011.4373197248,London,2.099,0.433,-0.0,1.055,0.178,0.608,0.6376024053853364
191.0,153.0,E01000939,Camden,1448,67.75,0.267,928.0,57.0,680011.4373197248,London,2.047,1.206,-0.0,2.526,3.057,1.796,0.8289052985901745
59.0,47.0,E01000941,Camden,1195,61.51,0.271,252.0,14.0,680011.4373197248,London,0.345,0.872,-0.0,0.198,0.423,1.851,0.3156028368794326
94.0,91.0,E01000942,Camden,1011,46.69,0.061,450.0,15.0,601104.0,London,0.797,0.08,-0.16,0.88,0.484,-1.017,0.2433074212012898
90.0,77.0,E01000943,Camden,1583,43.59,0.109,440.0,10.0,626801.0,London,0.745,-0.086,-0.108,0.845,0.178,-0.361,0.6039575685032376
6.0,4.0,E01000944,Camden,1465,60.2,0.18,89.0,6.0,680011.4373197248,London,-0.338,0.802,-0.0,-0.364,-0.067,0.608,0.2286722906677995
100.0,64.0,E01000946,Camden,1555,47.97,0.128,379.0,10.0,3118584.0,London,0.874,0.149,4.933,0.635,0.178,-0.102,0.487911118308813
99.0,70.0,E01000947,Camden,1667,40.37,0.157,964.0,22.0,1182017.0,London,0.861,-0.258,1.016,2.65,0.913,0.294,0.3983374203938218
54.0,34.0,E01000948,Camden,1530,32.55,0.153,329.0,9.0,2636071.0,London,0.281,-0.676,3.957,0.463,0.117,0.24,0.5574777871890999
7.0,2.0,E01000949,Camden,1599,49.41,0.157,81.0,3.0,680011.4373197248,London,-0.325,0.226,-0.0,-0.391,-0.251,0.294,0.0372960372960372
0.0,0.0,E01000951,Camden,1541,64.89,0.29,111.0,3.0,680011.4373197248,London,-0.415,1.053,-0.0,-0.288,-0.251,2.11,0.0918497584100647
55.0,37.0,E01000952,Camden,1690,56.33,0.23,297.0,4.0,631000.0,London,0.294,0.596,-0.099,0.353,-0.19,1.291,0.1258225550260948
1.0,1.0,E01000954,Camden,1753,67.94,0.27,106.0,5.0,680011.4373197248,London,-0.402,1.216,-0.0,-0.305,-0.128,1.837,0.1797597042513863
32.0,24.0,E01000955,Camden,1344,58.78,0.218,401.0,9.0,680011.4373197248,London,-0.003,0.727,-0.0,0.711,0.117,1.127,0.4934516013811168
114.0,96.0,E01000956,Camden,1508,64.66,0.227,649.0,32.0,668990.0,London,1.054,1.041,-0.022,1.565,1.526,1.25,0.2580711725308933
5.0,3.0,E01000957,Camden,1322,38.88,0.205,246.0,6.0,544280.0,London,-0.351,-0.337,-0.275,0.177,-0.067,0.95,0.4630139706147792
23.0,12.0,E01000958,Camden,2935,52.3,0.196,521.0,9.0,603270.0,London,-0.119,0.38,-0.155,1.124,0.117,0.827,0.3510005907546891
15.0,8.0,E01000959,Camden,1690,55.15,0.261,244.0,6.0,480308.0,London,-0.222,0.532,-0.404,0.17,-0.067,1.714,0.1479337236179819
9.0,5.0,E01000960,Camden,1869,43.93,0.116,242.0,0.0,877321.0,London,-0.299,-0.067,0.399,0.163,-0.435,-0.266,0.3658833314514628
8.0,6.0,E01000961,Camden,1791,53.32,0.175,131.0,2.0,917243.0,London,-0.312,0.435,0.48,-0.219,-0.312,0.54,0.3926742954937707
0.0,0.0,E01000962,Camden,1544,29.08,0.037,73.0,0.0,1043223.0,London,-0.415,-0.861,0.735,-0.419,-0.435,-1.344,0.208364145124579
28.0,14.0,E01000963,Camden,1919,56.59,0.06,412.0,6.0,1477329.0,London,-0.054,0.609,1.613,0.749,-0.067,-1.03,0.3335454248746172
3.0,0.0,E01000964,Camden,1728,32.29,0.165,112.0,2.0,1093390.0,London,-0.376,-0.69,0.836,-0.285,-0.312,0.403,0.304275894954758
11.0,7.0,E01000965,Camden,1720,37.91,0.144,189.0,2.0,761756.0,London,-0.273,-0.389,0.165,-0.019,-0.312,0.117,0.2563351501624622
3.0,1.0,E01000966,Camden,1615,27.31,0.037,27.0,0.0,1237563.0,London,-0.376,-0.956,1.128,-0.577,-0.435,-1.344,0.2585801359457185
4.0,2.0,E01000967,Camden,1544,34.07,0.057,95.0,4.0,3747904.0,London,-0.364,-0.594,6.206,-0.343,-0.19,-1.071,0.5436292947939975
0.0,0.0,E01000968,Camden,1471,31.34,0.101,160.0,1.0,964348.0,London,-0.415,-0.74,0.575,-0.119,-0.373,-0.471,0.4017664297939484
5.0,5.0,E01000969,Camden,1832,31.93,0.047,118.0,1.0,1062465.0,London,-0.351,-0.709,0.774,-0.264,-0.373,-1.208,0.4015396325059431
9.0,9.0,E01000970,Camden,1410,29.86,0.054,163.0,6.0,663486.0,London,-0.299,-0.82,-0.033,-0.109,-0.067,-1.112,0.2132559331142132
7.0,2.0,E01001177,Croydon,1652,81.05,0.192,282.0,4.0,412194.0,London,-0.325,1.917,-0.542,0.301,-0.19,0.772,0.041989852452324
9.0,5.0,E01032568,Bromley,1524,27.23,0.186,289.0,3.0,453857.0,London,-0.299,-0.96,-0.457,0.325,-0.251,0.69,0.153623531621036
79.0,48.0,E01001037,Croydon,1537,43.27,0.127,227.0,7.0,376857.0,London,0.603,-0.103,-0.613,0.111,-0.006,-0.115,0.1531750569871203
3.0,1.0,E01000871,Camden,1654,35.97,0.107,146.0,1.0,963968.0,London,-0.376,-0.493,0.574,-0.168,-0.373,-0.389,0.3168277527948673
3.0,2.0,E01001038,Croydon,1901,39.87,0.093,150.0,7.0,345610.0,London,-0.376,-0.284,-0.676,-0.154,-0.006,-0.58,0.1897062362126003
31.0,16.0,E01001039,Croydon,1568,33.16,0.053,54.0,2.0,604994.0,London,-0.016,-0.643,-0.152,-0.484,-0.312,-1.126,0.258308553695116
4.0,3.0,E01001040,Croydon,1720,40.41,0.1,193.0,7.0,371673.0,London,-0.364,-0.256,-0.624,-0.006,-0.006,-0.484,0.2177055385901246
12.0,4.0,E01001041,Croydon,1728,50.52,0.114,110.0,5.0,375757.0,London,-0.26,0.285,-0.615,-0.291,-0.128,-0.293,0.2451969388339698
110.0,70.0,E01001042,Croydon,2171,52.83,0.187,569.0,39.0,327313.0,London,1.003,0.408,-0.713,1.289,1.954,0.704,0.495443687775166
14.0,6.0,E01001044,Croydon,2078,58.9,0.064,115.0,0.0,444583.0,London,-0.235,0.733,-0.476,-0.274,-0.435,-0.976,0.1776589703377418
8.0,3.0,E01001046,Croydon,1924,64.6,0.05,101.0,0.0,341489.0,London,-0.312,1.038,-0.685,-0.322,-0.435,-1.167,0.2155035217933907
23.0,11.0,E01001047,Croydon,1735,45.07,0.102,198.0,12.0,344806.0,London,-0.119,-0.006,-0.678,0.012,0.3,-0.457,0.2371996483323024
17.0,9.0,E01001049,Croydon,1442,62.21,0.043,116.0,4.0,994766.0,London,-0.196,0.91,0.637,-0.271,-0.19,-1.262,0.2898903462449118
25.0,21.0,E01001050,Croydon,1712,57.36,0.137,96.0,4.0,342941.0,London,-0.093,0.651,-0.682,-0.34,-0.19,0.021,0.1103648858279644
6.0,4.0,E01001051,Croydon,1604,51.68,0.269,182.0,12.0,252435.0,London,-0.338,0.347,-0.865,-0.044,0.3,1.823,0.2169770385102151
2.0,1.0,E01001052,Croydon,1462,54.51,0.303,44.0,2.0,339571.0,London,-0.389,0.498,-0.689,-0.519,-0.312,2.288,0.1305464295155017
21.0,11.0,E01001053,Croydon,1599,40.78,0.211,86.0,5.0,389408.0,London,-0.144,-0.236,-0.588,-0.374,-0.128,1.031,0.1087496624358628
14.0,11.0,E01001054,Croydon,1859,49.7,0.239,90.0,5.0,341289.0,London,-0.235,0.241,-0.685,-0.36,-0.128,1.414,0.1002032920191487
11.0,3.0,E01001055,Croydon,1566,38.89,0.235,131.0,7.0,388577.0,London,-0.273,-0.337,-0.59,-0.219,-0.006,1.359,0.1126185861470978
10.0,6.0,E01001056,Croydon,1809,51.13,0.272,144.0,2.0,378000.0,London,-0.286,0.318,-0.611,-0.174,-0.312,1.864,0.0620567375886524
25.0,13.0,E01001057,Croydon,1791,55.5,0.301,139.0,7.0,680011.4373197248,London,-0.093,0.551,-0.0,-0.192,-0.006,2.26,0.1236406619385342
3.0,2.0,E01001058,Croydon,1353,29.34,0.058,40.0,2.0,394821.0,London,-0.376,-0.847,-0.577,-0.533,-0.312,-1.058,0.106109133445561
92.0,60.0,E01001178,Croydon,1629,73.48,0.419,446.0,23.0,215500.0,London,0.771,1.512,-0.94,0.866,0.974,3.872,0.273309065288868
3.0,2.0,E01001059,Croydon,1450,28.55,0.1,45.0,0.0,293191.0,London,-0.376,-0.89,-0.782,-0.515,-0.435,-0.484,0.1632114430346022
7.0,5.0,E01032570,Bromley,1737,6.74,0.116,148.0,4.0,426503.0,London,-0.325,-2.056,-0.513,-0.161,-0.19,-0.266,0.2019076000965561
24.0,18.0,E01000872,Camden,1739,40.37,0.156,236.0,3.0,619059.0,London,-0.106,-0.258,-0.123,0.142,-0.251,0.28,0.2633896684076976
6.0,3.0,E01001179,Croydon,1665,78.26,0.129,136.0,2.0,398910.0,London,-0.338,1.768,-0.569,-0.202,-0.312,-0.088,0.0959202682563338
7.0,0.0,E01001060,Croydon,1617,31.11,0.137,138.0,0.0,322423.0,London,-0.325,-0.753,-0.723,-0.195,-0.435,0.021,0.1243420340299538
40.0,26.0,E01034383,Bromley,1309,50.11,0.13545803820562352,10.0,0.0,680011.4373197248,London,0.1,0.263,-0.0,-0.636,-0.435,0.0,0.2095670831755648
5.0,1.0,E01000873,Camden,1581,24.41,0.073,145.0,1.0,976604.0,London,-0.351,-1.111,0.6,-0.171,-0.373,-0.853,0.3480253075423914
75.0,46.0,E01001180,Croydon,1985,80.35,0.169,265.0,13.0,321809.0,London,0.552,1.88,-0.725,0.242,0.362,0.458,0.2019408831908831
7.0,4.0,E01001061,Croydon,1625,39.02,0.147,89.0,7.0,322276.0,London,-0.325,-0.33,-0.724,-0.364,-0.006,0.158,0.2351905403032254
3.0,3.0,E01034384,Bromley,1333,38.63,0.13545803820562352,6.0,1.0,680011.4373197248,London,-0.376,-0.351,-0.0,-0.65,-0.373,0.0,0.134325692879139
12.0,7.0,E01000874,Camden,1481,32.61,0.035,147.0,2.0,988176.0,London,-0.26,-0.673,0.623,-0.164,-0.312,-1.372,0.2689549508198258
48.0,25.0,E01001181,Croydon,2193,78.02,0.25,402.0,16.0,268497.0,London,0.204,1.755,-0.832,0.714,0.545,1.564,0.214099279760217
17.0,11.0,E01001062,Croydon,1507,38.16,0.078,127.0,8.0,686441.0,London,-0.196,-0.376,0.013,-0.233,0.055,-0.785,0.2361763367654466
189.0,120.0,E01034385,Bromley,1452,28.31,0.13545803820562352,23.0,1.0,680011.4373197248,London,2.021,-0.902,-0.0,-0.591,-0.373,0.0,0.3419157413601275
12.0,10.0,E01000875,Camden,1565,39.81,0.158,150.0,3.0,532171.0,London,-0.26,-0.288,-0.299,-0.154,-0.251,0.308,0.3056728722119753
14.0,9.0,E01001182,Croydon,1359,74.83,0.128,179.0,7.0,507304.0,London,-0.235,1.585,-0.349,-0.054,-0.006,-0.102,0.2374328123406796
10.0,7.0,E01001063,Croydon,1533,35.75,0.058,112.0,3.0,546794.0,London,-0.286,-0.505,-0.269,-0.285,-0.251,-1.058,0.2034209018741304
532.0,218.0,E01034386,Bromley,1252,43.53,0.13545803820562352,26.0,1.0,680011.4373197248,London,6.443,-0.089,-0.0,-0.581,-0.373,0.0,0.2694619372097429
9.0,7.0,E01000876,Camden,1921,45.81,0.224,149.0,5.0,619162.0,London,-0.299,0.033,-0.123,-0.157,-0.128,1.209,0.3551983628836146
59.0,29.0,E01001183,Croydon,1818,84.38,0.148,369.0,11.0,350611.0,London,0.345,2.095,-0.666,0.601,0.239,0.171,0.3566321512636616
132.0,116.0,E01001064,Croydon,1603,41.8,0.05,176.0,38.0,695071.0,London,1.286,-0.181,0.03,-0.064,1.893,-1.167,0.385521441577196
1.0,0.0,E01000842,Camden,1432,25.77,0.052,99.0,2.0,1367825.0,London,-0.402,-1.038,1.391,-0.329,-0.312,-1.14,0.4290837003034676
5.0,3.0,E01000877,Camden,1459,30.91,0.083,156.0,4.0,903707.0,London,-0.351,-0.763,0.453,-0.133,-0.19,-0.716,0.4658666573371118
2.0,2.0,E01001184,Croydon,1301,77.86,0.103,111.0,2.0,467007.0,London,-0.389,1.747,-0.431,-0.288,-0.312,-0.443,0.0625692137320044
20.0,11.0,E01001065,Croydon,1326,26.85,0.085,203.0,6.0,328823.0,London,-0.157,-0.98,-0.71,0.029,-0.067,-0.689,0.1898452656981971
11.0,4.0,E01000843,Camden,1196,24.67,0.124,139.0,1.0,1439284.0,London,-0.273,-1.097,1.536,-0.192,-0.373,-0.156,0.3525998209199302
3.0,0.0,E01000878,Camden,1711,43.95,0.047,69.0,0.0,1187573.0,London,-0.376,-0.066,1.027,-0.433,-0.435,-1.208,0.3930645759764141
37.0,20.0,E01001185,Croydon,1703,47.03,0.124,138.0,4.0,337554.0,London,0.062,0.098,-0.693,-0.195,-0.19,-0.156,0.2183493888949821
6.0,3.0,E01001066,Croydon,1452,53.93,0.284,121.0,2.0,393833.0,London,-0.338,0.467,-0.579,-0.254,-0.312,2.028,0.184465406422447
6.0,2.0,E01000844,Camden,1629,30.26,0.051,93.0,1.0,1157688.0,London,-0.338,-0.798,0.966,-0.35,-0.373,-1.153,0.3342272554383761
3.0,0.0,E01000879,Camden,1300,24.92,0.037,117.0,1.0,1821281.0,London,-0.376,-1.084,2.309,-0.267,-0.373,-1.344,0.4505237528353551
1.0,0.0,E01001186,Croydon,1681,55.44,0.186,144.0,6.0,356419.0,London,-0.402,0.548,-0.655,-0.174,-0.067,0.69,0.2611497173670689
5.0,3.0,E01001067,Croydon,1652,36.74,0.018,53.0,2.0,714970.0,London,-0.351,-0.452,0.071,-0.488,-0.312,-1.604,0.2109452853213843
3.0,0.0,E01000845,Camden,1502,27.9,0.078,189.0,2.0,1120979.0,London,-0.376,-0.924,0.892,-0.019,-0.312,-0.785,0.4943903459692111
1.0,1.0,E01000880,Camden,1412,32.51,0.035,112.0,2.0,1990537.0,London,-0.402,-0.678,2.651,-0.285,-0.312,-1.372,0.4453591702355951
9.0,8.0,E01001187,Croydon,1985,58.44,0.124,182.0,2.0,367629.0,London,-0.299,0.708,-0.632,-0.044,-0.312,-0.156,0.1693135039110094
0.0,0.0,E01001068,Croydon,1839,29.47,0.099,89.0,4.0,527430.0,London,-0.415,-0.84,-0.309,-0.364,-0.19,-0.498,0.3266970900424434
4.0,0.0,E01000846,Camden,1451,49.48,0.172,122.0,2.0,1654328.0,London,-0.364,0.229,1.971,-0.25,-0.312,0.499,0.236001637235411
17.0,13.0,E01000881,Camden,1382,38.71,0.094,160.0,2.0,1038898.0,London,-0.196,-0.346,0.726,-0.119,-0.312,-0.566,0.5085574692304667
31.0,19.0,E01001188,Croydon,1957,59.58,0.178,202.0,6.0,393903.0,London,-0.016,0.769,-0.579,0.025,-0.067,0.581,0.131429373859657
3.0,0.0,E01001069,Croydon,1371,32.97,0.042,38.0,0.0,581025.0,London,-0.376,-0.653,-0.2,-0.539,-0.435,-1.276,0.1963859382103426
6.0,2.0,E01000882,Camden,1449,22.77,0.018,82.0,0.0,938342.0,London,-0.338,-1.199,0.523,-0.388,-0.435,-1.604,0.3794242340574084
10.0,6.0,E01001189,Croydon,1217,55.22,0.101,128.0,4.0,431065.0,London,-0.286,0.536,-0.504,-0.23,-0.19,-0.471,0.0661446319452875
3.0,0.0,E01001190,Croydon,1554,59.14,0.175,124.0,3.0,433600.0,London,-0.376,0.746,-0.498,-0.243,-0.251,0.54,0.1249380971483214
18.0,14.0,E01001191,Croydon,2076,62.04,0.219,353.0,15.0,365557.0,London,-0.183,0.901,-0.636,0.545,0.484,1.141,0.3386421291100002
26.0,9.0,E01001192,Croydon,1587,59.67,0.167,198.0,9.0,383508.0,London,-0.08,0.774,-0.6,0.012,0.117,0.431,0.4126336439009123
3.0,2.0,E01001193,Croydon,1683,68.21,0.232,162.0,9.0,418324.0,London,-0.376,1.231,-0.529,-0.112,0.117,1.318,0.1230284545494729
10.0,3.0,E01001194,Croydon,1616,46.04,0.111,174.0,4.0,461630.0,London,-0.286,0.045,-0.442,-0.071,-0.19,-0.334,0.0970638605012517
14.0,5.0,E01032569,Croydon,1790,60.5,0.281,218.0,8.0,369683.0,London,-0.235,0.818,-0.628,0.08,0.055,1.987,0.1899322270351265
61.0,35.0,E01034139,Croydon,1803,78.15,0.13545803820562352,19.0,3.0,680011.4373197248,London,0.371,1.762,-0.0,-0.605,-0.251,0.0,0.5170478284771852
8.0,7.0,E01034140,Croydon,1244,72.51,0.13545803820562352,7.0,1.0,680011.4373197248,London,-0.312,1.461,-0.0,-0.646,-0.373,0.0,0.6310045307767403
8.0,6.0,E01034141,Croydon,1423,64.51,0.13545803820562352,3.0,1.0,680011.4373197248,London,-0.312,1.033,-0.0,-0.66,-0.373,0.0,0.1107671919112451
9.0,2.0,E01000883,Camden,1509,40.62,0.05,332.0,4.0,2135774.0,London,-0.299,-0.244,2.945,0.473,-0.19,-1.167,0.5321334164061784
114.0,60.0,E01034142,Croydon,1478,61.1,0.13545803820562352,9.0,0.0,680011.4373197248,London,1.054,0.851,-0.0,-0.639,-0.435,0.0,0.3231161135403712
1.0,0.0,E01000847,Camden,1600,49.69,0.153,137.0,1.0,1110524.0,London,-0.402,0.241,0.871,-0.199,-0.373,0.24,0.3030013027496037
0.0,0.0,E01000884,Camden,1472,28.53,0.036,72.0,0.0,2839793.0,London,-0.415,-0.891,4.369,-0.422,-0.435,-1.358,0.3946488263386199
209.0,134.0,E01034143,Croydon,1307,64.19,0.13545803820562352,23.0,1.0,680011.4373197248,London,2.279,1.016,-0.0,-0.591,-0.373,0.0,0.7610203336747332
0.0,0.0,E01000848,Camden,1485,24.38,0.044,176.0,3.0,1515288.0,London,-0.415,-1.113,1.69,-0.064,-0.251,-1.249,0.3409447842618615
3.0,2.0,E01000885,Camden,1278,22.54,0.037,63.0,0.0,3463099.0,London,-0.376,-1.211,5.63,-0.453,-0.435,-1.344,0.4401547158583754
33.0,24.0,E01034144,Croydon,1353,61.71,0.13545803820562352,5.0,0.0,680011.4373197248,London,0.01,0.883,-0.0,-0.653,-0.435,0.0,0.135749975386433
